"Authors","Author full names","Author(s) ID","Title","Year","Link","Publisher"
"Lluesma-Rodríguez F.; Álcantara-Ávila F.; Pérez-Quiles M.J.; Hoyas S.","Lluesma-Rodríguez, Federico (57200722266); Álcantara-Ávila, Francisco (57202981276); Pérez-Quiles, María Jezabel (37043796100); Hoyas, Sergio (6508374001)","57200722266; 57202981276; 37043796100; 6508374001","A code for simulating heat transfer in turbulent channel flow","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104073090&doi=10.3390%2fmath9070756&partnerID=40&md5=c27e114f8c77f26ef7bab1e9597cce44","MDPI AG"
"Aguilar-Fuertes J.J.; Noguero-Rodríguez F.; Jaen-Ruiz J.C.; García-Raffi L.M.; Hoyas S.","Aguilar-Fuertes, Jose J. (57219116059); Noguero-Rodríguez, Francisco (57219116247); Jaen-Ruiz, José C. (57219115412); García-Raffi, Luis M. (6602406968); Hoyas, Sergio (6508374001)","57219116059; 57219116247; 57219115412; 6602406968; 6508374001","Following Vortices in Turbulent Channel Flows","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091304650&doi=10.1007%2f978-3-030-57802-2_47&partnerID=40&md5=96920133930ccad8ceee10bff0497806","Springer Science and Business Media Deutschland GmbH"
"Yu L.; Yousif M.Z.; Zhang M.; Hoyas S.; Vinuesa R.; Lim H.-C.","Yu, Linqi (57271595700); Yousif, Mustafa Z. (57221872306); Zhang, Meng (57550023700); Hoyas, Sergio (6508374001); Vinuesa, Ricardo (55553485100); Lim, Hee-Chang (7403094883)","57271595700; 57221872306; 57550023700; 6508374001; 55553485100; 7403094883","Three-dimensional ESRGAN for super-resolution reconstruction of turbulent flows with tricubic interpolation-based transfer learning","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144610431&doi=10.1063%2f5.0129203&partnerID=40&md5=d66e0ca70ef7a816604317ca9e0e5cc0","American Institute of Physics Inc."
"Avsarkisov V.; Oberlack M.; Hoyas S.; Rosteck A.; Garcia-Galache J.P.; Frank A.","Avsarkisov, V. (35078236200); Oberlack, M. (6603567719); Hoyas, S. (6508374001); Rosteck, A. (39862129500); Garcia-Galache, J.P. (56260907200); Frank, A. (57197743856)","35078236200; 6603567719; 6508374001; 39862129500; 56260907200; 57197743856","Plane turbulent Couette flow: DNS, large scale structures and symmetry induced scaling laws","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034421132&partnerID=40&md5=77bb1949b77ea325e7879b8cd43af48f","TSFP-9"
"Pardo R.; Herrero H.; Hoyas S.","Pardo, R. (8204935800); Herrero, H. (35609285600); Hoyas, S. (6508374001)","8204935800; 35609285600; 6508374001","Theoretical study of a Bénard-Marangoni problem","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650061692&doi=10.1016%2fj.jmaa.2010.10.064&partnerID=40&md5=fe87c6c3591adb509a7a1809cb6b68e3",""
"Hoyas S.; Gil A.; Mompó-Laborda J.M.; Khuong-Anh D.","Hoyas, Sergio (6508374001); Gil, Antonio (10641418800); Mompó-Laborda, Juan Manuel (55001779000); Khuong-Anh, Dung (54410708900)","6508374001; 10641418800; 55001779000; 54410708900","A large-eddy simulation of diesel-like gas jets","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857156192&doi=10.1504%2fIJVSMT.2011.044229&partnerID=40&md5=161684f3fcf92f6c6a20fb7b1774cdc3","Inderscience Publishers"
"Hoyas S.; Ianiro A.; Perez-Quiles M.J.; Fajardo P.","Hoyas, Sergio (6508374001); Ianiro, Andrea (36600822100); Perez-Quiles, Maria J. (37043796100); Fajardo, Pablo (24449439900)","6508374001; 36600822100; 37043796100; 24449439900","On the onset of instabilities in a Benard-Marangoni problem in an annular domain with temperature gradient","2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041664202&doi=10.2298%2fTSCI160628277H&partnerID=40&md5=efe605e4aef82a1ec668665f4598f3ed","Serbian Society of Heat Transfer Engineers"
"Cremades A.; Hoyas S.; Deshpande R.; Quintero P.; Lellep M.; Lee W.J.; Monty J.P.; Hutchins N.; Linkmann M.; Marusic I.; Vinuesa R.","Cremades, Andrés (57222653442); Hoyas, Sergio (6508374001); Deshpande, Rahul (57192833095); Quintero, Pedro (57285116200); Lellep, Martin (57213817920); Lee, Will Junghoon (58805184200); Monty, Jason P. (58006127900); Hutchins, Nicholas (15925318900); Linkmann, Moritz (56401169600); Marusic, Ivan (6603687789); Vinuesa, Ricardo (55553485100)","57222653442; 6508374001; 57192833095; 57285116200; 57213817920; 58805184200; 58006127900; 15925318900; 56401169600; 6603687789; 55553485100","Identifying regions of importance in wall-bounded turbulence through explainable deep learning","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192880434&doi=10.1038%2fs41467-024-47954-6&partnerID=40&md5=0101899196534633768fd3bf4fe2521a","Nature Research"
"Nagib H.; Vinuesa R.; Hoyas S.","Nagib, Hassan (7003901660); Vinuesa, Ricardo (55553485100); Hoyas, Sergio (6508374001)","7003901660; 55553485100; 6508374001","Utilizing indicator functions with computational data to confirm nature of overlap in normal turbulent stresses: Logarithmic or quarter-power","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198907099&doi=10.1063%2f5.0219031&partnerID=40&md5=97f02b98b9e793bc077a41aba3b34ff9","American Institute of Physics"
"Ramírez F.N.; Escarti-Guillem M.S.; García-Raffi L.M.; Hoyas S.","Ramírez, Federico N. (57449481300); Escarti-Guillem, Mara S. (57211960009); García-Raffi, Luis M. (6602406968); Hoyas, Sergio (6508374001)","57449481300; 57211960009; 6602406968; 6508374001","A study of the mesh effect on a rocket plume simulation","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124476290&doi=10.1016%2fj.rineng.2022.100366&partnerID=40&md5=b899680edfc25dc449455bba17980537","Elsevier B.V."
"Hoyas S.; Pastor J.M.; Khuong-Anh D.; Mompó-Laborda J.M.; Ravet F.","Hoyas, Sergio (6508374001); Pastor, Jose M. (56854904600); Khuong-Anh, Dung (54410708900); Mompó-Laborda, Juan Manuel (55001779000); Ravet, Frederic (41261996700)","6508374001; 56854904600; 54410708900; 55001779000; 41261996700","Application and evaluation of the Eulerian-Lagrangian Spray Atomization (ELSA) model on CFD diesel spray simulations","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072505558&doi=10.4271%2f2011-37-0029&partnerID=40&md5=d8340e3067cd0151505e98cab3a02775","SAE International"
"Oberlack M.; Hoyas S.; Laux J.; Klingenberg D.","Oberlack, Martin (6603567719); Hoyas, Sergio (6508374001); Laux, Jonathan (57419593100); Klingenberg, Dario (57202761925)","6603567719; 6508374001; 57419593100; 57202761925","Oberlack et al. Reply","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148425723&doi=10.1103%2fPhysRevLett.130.069403&partnerID=40&md5=29b4d281fea0667ba22aca740c2e0eb3","American Physical Society"
"Escarti-Guillem M.S.; Garcia-Raffi L.M.; Hoyas S.; Gloth O.","Escarti-Guillem, Mara Salut (57211960009); Garcia-Raffi, Luis M. (6602406968); Hoyas, Sergio (6508374001); Gloth, Oliver (6507879646)","57211960009; 6602406968; 6508374001; 6507879646","Assessment of Computational Fluid Dynamics acoustic prediction accuracy and deflector impact on launch aero-acoustic environment","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172304016&doi=10.1121%2f2.0001716&partnerID=40&md5=5b89dba44c528ac0557cd880b042308f","Acoustical Society of America"
"Avsarkisov V.; Oberlack M.; Hoyas S.","Avsarkisov, V. (35078236200); Oberlack, M. (6603567719); Hoyas, S. (6508374001)","35078236200; 6603567719; 6508374001","New scaling laws for turbulent Poiseuille flow with wall transpiration","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897446443&doi=10.1017%2fjfm.2014.98&partnerID=40&md5=47eae3d8958172e2a36198208bb8e679","Cambridge University Press"
"Escartí-Guillem M.S.; Hoyas S.; García-Raffi L.M.","Escartí-Guillem, M.S. (57211960009); Hoyas, S. (6508374001); García-Raffi, L.M. (6602406968)","57211960009; 6508374001; 6602406968","Deflector shape impact on aero-acoustic noise generation and propagation","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172348199&doi=10.1016%2fj.actaastro.2023.09.005&partnerID=40&md5=ceceb6c620ad0e2e8ae06c010a9de26b","Elsevier Ltd"
"Herrero H.; Hoyas S.; Donoso A.; Mancho A.M.; Chacón J.M.; Portugués R.F.; Yeste B.","Herrero, H. (35609285600); Hoyas, S. (6508374001); Donoso, A. (16315489900); Mancho, A.M. (6603836227); Chacón, J.M. (16634940600); Portugués, R.F. (6603077049); Yeste, B. (6505558723)","35609285600; 6508374001; 16315489900; 6603836227; 16634940600; 6603077049; 6505558723","Chebyshev Collocation for a Convective Problem in Primitive Variable Formulation","2003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347270190&doi=10.1023%2fA%3a1022678124929&partnerID=40&md5=48e2132dfd498ec381d445a711a2b37e",""
"Hoyas S.; Gil A.; Fajardo P.; Khuong-Anh D.; Ravet F.","Hoyas, Sergio (6508374001); Gil, Antonio (10641418800); Fajardo, Pablo (24449439900); Khuong-Anh, Dung (54410708900); Ravet, Frederic (41261996700)","6508374001; 10641418800; 24449439900; 54410708900; 41261996700","Evaluation and validation of ELSA model in diesel sprays: 3D cavitating nozzles case","2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034817221&partnerID=40&md5=623acbf69f45f6d0c885307048308aed","ILASS � Europe, Institute for Liquid Atomization and Spray Systems"
"Prieto M.; Escarti-Guillem M.S.; Hoyas S.","Prieto, Marina (58055063600); Escarti-Guillem, Mara S. (57211960009); Hoyas, Sergio (6508374001)","58055063600; 57211960009; 6508374001","Aerodynamic optimization of a VTOL drone using winglets","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145976981&doi=10.1016%2fj.rineng.2022.100855&partnerID=40&md5=bf4939c9ad169472122196f8930affdd","Elsevier B.V."
"Alcántara-Ávila F.; Gandía-Barberá S.; Hoyas S.","Alcántara-Ávila, F. (57202981276); Gandía-Barberá, S. (57201700442); Hoyas, S. (6508374001)","57202981276; 57201700442; 6508374001","Thermal Structures in Turbulent Couette Flows by DNS","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085175489&doi=10.1007%2f978-3-030-42822-8_29&partnerID=40&md5=4338f721d981f28651d5e828cd0b597e","Springer"
"Yousif M.Z.; Yu L.; Hoyas S.; Vinuesa R.; Lim H.C.","Yousif, Mustafa Z. (57221872306); Yu, Linqi (57271595700); Hoyas, Sergio (6508374001); Vinuesa, Ricardo (55553485100); Lim, HeeChang (7403094883)","57221872306; 57271595700; 6508374001; 55553485100; 7403094883","A deep-learning approach for reconstructing 3D turbulent flows from 2D observation data","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147970587&doi=10.1038%2fs41598-023-29525-9&partnerID=40&md5=f165d61eb48b0a871b2b4d38dfa1652b","Nature Research"
"Lazpita E.; Martínez-Sánchez Á.; Corrochano A.; Hoyas S.; Le Clainche S.; Vinuesa R.","Lazpita, Eneko (57453710400); Martínez-Sánchez, Álvaro (57453699000); Corrochano, Adrián (57219110699); Hoyas, Sergio (6508374001); Le Clainche, Soledad (55466824600); Vinuesa, R. (55553485100)","57453710400; 57453699000; 57219110699; 6508374001; 55466824600; 55553485100","On the generation and destruction mechanisms of arch vortices in urban fluid flows","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129991745&doi=10.1063%2f5.0088305&partnerID=40&md5=fbffaa22a2c5b9e3b2985ea5d0f4d1c9","American Institute of Physics Inc."
"Navarro M.C.; Herrero H.; Hoyas S.","Navarro, Maria Cruz (17435384600); Herrero, Henar (35609285600); Hoyas, Sergio (6508374001)","17435384600; 35609285600; 6508374001","Chebyshev collocation for optimal control in a thermoconvective flow","2009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61349198971&partnerID=40&md5=6ff073ad766fd3d0296ba938583b4f6b","Global Science Press"
"Hoyas S.; Oberlack M.; Vinuesa R.; Fernández de Córdoba P.; Isidro J.M.; Pérez-Quiles M.J.","Hoyas, Sergio (6508374001); Oberlack, Martin (6603567719); Vinuesa, Ricardo (55553485100); Fernández de Córdoba, Pedro (6603569996); Isidro, Jose María (7003709686); Pérez-Quiles, María Jezabel (37043796100)","6508374001; 6603567719; 55553485100; 6603569996; 7003709686; 37043796100","Unfolding wall turbulence","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207082964&doi=10.1016%2fj.rineng.2024.103181&partnerID=40&md5=b94fc5ec5d421261e5d3a3895667046f","Elsevier B.V."
"Alcántara-Ávila F.; Hoyas S.","Alcántara-Ávila, F. (57202981276); Hoyas, S. (6508374001)","57202981276; 6508374001","Direct numerical simulation of thermal channel flow for medium–high Prandtl numbers up to Reτ=2000","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104091620&doi=10.1016%2fj.ijheatmasstransfer.2021.121412&partnerID=40&md5=ce2d1ea559e0a2220c8bf6419a1c11fa","Elsevier Ltd"
"Lluesma-Rodríguez F.; Hoyas S.","Lluesma-Rodríguez, Federico (57200722266); Hoyas, Sergio (6508374001)","57200722266; 6508374001","Approximation of the Couette-Poiseuille flow on an annular domain in compressible regime for a hyperloop pod","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179885021&doi=10.1016%2fj.rineng.2023.101680&partnerID=40&md5=5feb536c7d2fc71deee895a0a7e9c92a","Elsevier B.V."
"Hoyas S.; Oberlack M.","Hoyas, Sergio (6508374001); Oberlack, Martin (6603567719)","6508374001; 6603567719","WALL TURBULENCE AT HIGH FRICTION REYNOLDS NUMBERS","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143818827&partnerID=40&md5=a7097a4e694c0dcf43f19b11b1aa69c4","International Symposium on Turbulence and Shear Flow Phenomena, TSFP"
"Hoyas S.; Kraheberger S.V.; Oberlack M.","Hoyas, Sergio (6508374001); Kraheberger, Stefanie V. (56350781300); Oberlack, Martin (6603567719)","6508374001; 56350781300; 6603567719","Turbulent plane Couette flow with wall-transpiration","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085776590&partnerID=40&md5=ff446cd9eebbad2dec0ed70a04d25ee4","TU Delft"
"Hoyas S.; Fajardo P.; Gil A.; Perez-Quiles M.J.","Hoyas, S. (6508374001); Fajardo, P. (24449439900); Gil, A. (10641418800); Perez-Quiles, M.J. (37043796100)","6508374001; 24449439900; 10641418800; 37043796100","Analysis of bifurcations in a Bénard-Marangoni problem: Gravitational effects","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894587382&doi=10.1016%2fj.ijheatmasstransfer.2014.01.061&partnerID=40&md5=aebcb7b19d737cc3e0e8569896bc7fff",""
"Hoyas S.; Herrero H.; Mancho A.M.","Hoyas, S. (6508374001); Herrero, H. (35609285600); Mancho, A.M. (6603836227)","6508374001; 35609285600; 6603836227","Thermal convection in a cylindrical annulus heated laterally","2002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037053065&doi=10.1088%2f0305-4470%2f35%2f18%2f306&partnerID=40&md5=e4de01870cbcfed63d0540ef4028f7d7",""
"Jiménez J.; Hoyas S.; Simens M.P.; Mizuno Y.","Jiménez, Javier (7402489050); Hoyas, Sergio (6508374001); Simens, Mark P. (6507186193); Mizuno, Yoshinori (36882213400)","7402489050; 6508374001; 6507186193; 36882213400","Turbulent boundary layers and channels at moderate Reynolds numbers","2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957157137&doi=10.1017%2fS0022112010001370&partnerID=40&md5=34709d0b5c377f59538b8353f9fde2c5","Cambridge University Press"
"Kraheberger S.; Hoyas S.; Oberlack M.","Kraheberger, S. (56350781300); Hoyas, S. (6508374001); Oberlack, M. (6603567719)","56350781300; 6508374001; 6603567719","DNS of a turbulent Couette flow at constant wall transpiration up to Reτ = 1000","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038579999&doi=10.1017%2fjfm.2017.757&partnerID=40&md5=d0cdc1fa02708c508510026a96a86458","Cambridge University Press"
"Sanchez-Roncero A.; Garibo-I-Orts O.; Conejero J.A.; Eivazi H.; Rosenberg E.; Fuso-Nerini F.; Garcia-Martinez J.; Hoyas S.; Vinuesa R.","Sanchez-Roncero, Alejandro (57966508700); Garibo-I-Orts, Oscar (57203263981); Conejero, J. Alberto (57219968950); Eivazi, Hamidreza (57197791286); Rosenberg, Emelie (57967359500); Fuso-Nerini, Francesco (56074827200); Garcia-Martinez, Javier (57222219411); Hoyas, Sergio (6508374001); Vinuesa, Ricardo (55553485100)","57966508700; 57203263981; 57219968950; 57197791286; 57967359500; 56074827200; 57222219411; 6508374001; 55553485100","ASDG - An AI-based framework for automatic classification of impact on the SDGs","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141959841&doi=10.1145%2f3560107.3560128&partnerID=40&md5=bcc2f2aa4f2d5880eeecf30f666f79ce","Association for Computing Machinery"
"Alcántara-Ávila F.; Hoyas S.; Pérez-Quiles M.J.","Alcántara-Ávila, F. (57202981276); Hoyas, S. (6508374001); Pérez-Quiles, M.J. (37043796100)","57202981276; 6508374001; 37043796100","DNS of thermal channel flow up to Reτ=2000 for medium to low Prandtl numbers","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050132504&doi=10.1016%2fj.ijheatmasstransfer.2018.06.149&partnerID=40&md5=1c1c92a8e7a930fd349cc6ef73a0c367","Elsevier Ltd"
"Hoyas S.; Gil A.; Margot X.; Khuong-Anh D.; Ravet F.","Hoyas, Sergio (6508374001); Gil, Antonio (10641418800); Margot, Xandra (56618792700); Khuong-Anh, Dung (54410708900); Ravet, Frederic (41261996700)","6508374001; 10641418800; 56618792700; 54410708900; 41261996700","Evaluation of the Eulerian-Lagrangian Spray Atomization (ELSA) model in spray simulations: 2D cases","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875384701&doi=10.1016%2fj.mcm.2011.11.006&partnerID=40&md5=7572c299c1aab3e8c78dcc539c10731c",""
"Hoyas S.; Herrero H.; Mancho A.M.","Hoyas, S. (6508374001); Herrero, H. (35609285600); Mancho, A.M. (6603836227)","6508374001; 35609285600; 6603836227","Bifurcation diversity of dynamic thermocapillary liquid layers","2002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37649026899&doi=10.1103%2fPhysRevE.66.057301&partnerID=40&md5=650a2e84dd2c53f711e977170c5e4eb0",""
"Hoyas S.; Oberlack M.; Alcántara-Ávila F.; Kraheberger S.V.; Laux J.","Hoyas, Sergio (6508374001); Oberlack, Martin (6603567719); Alcántara-Ávila, Francisco (57202981276); Kraheberger, Stefanie V. (56350781300); Laux, Jonathan (57419593100)","6508374001; 6603567719; 57202981276; 56350781300; 57419593100","Wall turbulence at high friction Reynolds numbers","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123179789&doi=10.1103%2fPhysRevFluids.7.014602&partnerID=40&md5=981c2658e721b50d3479205d0e59c171","American Physical Society"
"Alcántara-Ávila F.; García-Raffi L.M.; Hoyas S.; Oberlack M.","Alcántara-Ávila, Francisco (57202981276); García-Raffi, Luis Miguel (6602406968); Hoyas, Sergio (6508374001); Oberlack, Martin (6603567719)","57202981276; 6602406968; 6508374001; 6603567719","Validation of symmetry-induced high moment velocity and temperature scaling laws in a turbulent channel flow","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185395013&doi=10.1103%2fPhysRevE.109.025104&partnerID=40&md5=d33aa819a283b8bd36461fe905f0e6f8","American Physical Society"
"Hoyas S.; Jiménez J.","Hoyas, Sergio (6508374001); Jiménez, Javier (7402489050)","6508374001; 7402489050","Reynolds number effects on the Reynolds-stress budgets in turbulent channels","2008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51049088919&doi=10.1063%2f1.3005862&partnerID=40&md5=4a70a7285ea257875cd9ab0e209813b0","American Institute of Physics Inc."
"Mancho A.M.; Vázquez L.; Herrero H.; Hoyas S.","Mancho, A.M. (6603836227); Vázquez, L. (55324929500); Herrero, H. (35609285600); Hoyas, S. (6508374001)","6603836227; 55324929500; 35609285600; 6508374001","Nonlinear plane waves in a long-wavelength convection model","2001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035516459&doi=10.1142%2fS0218127401003954&partnerID=40&md5=64f751754952d0a78fb95e8c3e7ef553","World Scientific Publishing Co. Pte Ltd"
"Gandiá-Barberá S.; Alcántara-Ávila F.; Hoyas S.; Avsarkisov V.","Gandiá-Barberá, Sergio (57201700442); Alcántara-Ávila, Francisco (57202981276); Hoyas, Sergio (6508374001); Avsarkisov, Victor (35078236200)","57201700442; 57202981276; 6508374001; 35078236200","Stratification effect on extreme-scale rolls in plane Couette flows","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103472796&doi=10.1103%2fPhysRevFluids.6.034605&partnerID=40&md5=6b947b10ff4a84c5e2878084371a5e2a","American Physical Society"
"Sánchez O.; Herrero H.; Hoyas S.; Mucientes A.E.","Sánchez, O. (57197332413); Herrero, H. (35609285600); Hoyas, S. (6508374001); Mucientes, A.E. (6603089697)","57197332413; 35609285600; 6508374001; 6603089697","Mathematical modeling of Ru(VI)-catalyzed oxidation of alcohols by hexacyanoferrate(III)","2007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548431747&doi=10.1007%2fs10910-006-9114-9&partnerID=40&md5=45b8bc36cea9b0eb9965834492c76b28",""
"Lluesma-Rodríguez F.; Hoyas S.; Perez-Quiles M.J.","Lluesma-Rodríguez, F. (57200722266); Hoyas, S. (6508374001); Perez-Quiles, M.J. (37043796100)","57200722266; 6508374001; 37043796100","Influence of the computational domain on DNS of turbulent heat transfer up to Reτ=2000 for Pr=0.71","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042330382&doi=10.1016%2fj.ijheatmasstransfer.2018.02.047&partnerID=40&md5=27160186f13b926029c5f5eb173300df","Elsevier Ltd"
"Torregrosa A.J.; Hoyas S.; Gil A.; Galache J.P.G.","Torregrosa, A.J. (6603700164); Hoyas, S. (6508374001); Gil, A. (10641418800); Galache, J.P.G. (56260907200)","6603700164; 6508374001; 10641418800; 56260907200","A sparse mesh for Compact Finite Difference - Fourier solvers with radius-dependent spectral resolution in circular domains","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896723014&doi=10.1016%2fj.camwa.2014.01.020&partnerID=40&md5=536772ce0d2c1442278f20478d13452b",""
"Lluesma-Rodríguez F.; González T.; Hoyas S.","Lluesma-Rodríguez, Federico (57200722266); González, Temoatzin (57221234074); Hoyas, Sergio (6508374001)","57200722266; 57221234074; 6508374001","CFD simulation of a hyperloop capsule inside a closed environment","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098538079&doi=10.1016%2fj.rineng.2020.100196&partnerID=40&md5=1ee198182ad50861959df5a57a828afd","Elsevier B.V."
"Nagib H.; Baxerres V.; Vinuesa R.; Hoyas S.","Nagib, H. (7003901660); Baxerres, V. (58713673600); Vinuesa, R. (55553485100); Hoyas, S. (6508374001)","7003901660; 58713673600; 55553485100; 6508374001","Recent Lessons From Computations in Wall-Bounded Turbulence for Pipes and Channels","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202148624&doi=10.1007%2f978-3-031-55924-2_1&partnerID=40&md5=ff9f7fb99a6a48887873252a7a55aafc","Springer Science and Business Media Deutschland GmbH"
"Torres P.; Sirmacek B.; Hoyas S.; Vinuesa R.","Torres, Pablo (57223843952); Sirmacek, Beril (25652523500); Hoyas, Sergio (6508374001); Vinuesa, Ricardo (55553485100)","57223843952; 25652523500; 6508374001; 55553485100","Aim in Climate Change and City Pollution","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159008624&doi=10.1007%2f978-3-030-64573-1_290&partnerID=40&md5=da9141bc8e0c6a7db51f6f4383efc4a6","Springer International Publishing"
"Jiménez J.; Hoyas S.","Jiménez, Javier (7402489050); Hoyas, Sergio (6508374001)","7402489050; 6508374001","Turbulent fluctuations above the buffer layer of wall-bounded flows","2008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51049105494&doi=10.1017%2fS0022112008002747&partnerID=40&md5=93be8a9c4245911dc5f11d4f8896f6f0","Cambridge University Press"
"Torregrosa A.J.; Hoyas S.; Perez-Quiles M.J.; Mompo-Laborda J.M.","Torregrosa, A.J. (6603700164); Hoyas, S. (6508374001); Perez-Quiles, M.J. (37043796100); Mompo-Laborda, J.M. (55001779000)","6603700164; 6508374001; 37043796100; 55001779000","Bifurcation diversity in an annular pool heated from below: Prandtl and biot numbers effects","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866235348&doi=10.4208%2fcicp.090611.170212a&partnerID=40&md5=210f5a43f81626b57e146cee4591d729","Global Science Press"
"Amo-Navarro J.; Vinuesa R.; Conejero J.A.; Hoyas S.","Amo-Navarro, Jesús (57289155800); Vinuesa, Ricardo (55553485100); Conejero, J. Alberto (57219968950); Hoyas, Sergio (6508374001)","57289155800; 55553485100; 57219968950; 6508374001","Two-dimensional compact-finite-difference schemes for solving the bi-laplacian operator with homogeneous wall-normal derivatives","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116718671&doi=10.3390%2fmath9192508&partnerID=40&md5=aff83502f65cba3be10a3bc015a2b5c5","MDPI"
"Avsarkisov V.; Oberlack M.; Hoyas S.","Avsarkisov, V. (35078236200); Oberlack, M. (6603567719); Hoyas, S. (6508374001)","35078236200; 6603567719; 6508374001","Erratum: New scaling laws for turbulent Poiseuille flow with wall transpiration (Journal of Fluid Mechanics (2014) 751 (746) DOI: 10.1017/jfm.2014.98))","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904061740&doi=10.1017%2fjfm.2014.331&partnerID=40&md5=af9d4d989ab2265098d8b6c8f919b409","Cambridge University Press"
